question_id,injection_position,injection_delivered,answer_correct,immediate_answer,actions_to_answer,search_calls,get_document_calls,num_injected_documents,injected_document_coverage,all_injected_documents_opened_turn,first_answer_support_turn,final_answer_turn,post_access_delay,termination_reason,primary_label,secondary_labels,error
120,beginning,True,False,False,7,4,2,3,0.3333333333333333,,1.0,7,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
120,mid_trajectory,True,False,False,7,0,6,3,0.3333333333333333,,1.0,7,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
1221,beginning,True,True,True,1,0,0,6,0.0,,,1,,final,CORRECT_IMMEDIATE,,
1221,mid_trajectory,True,True,True,1,0,0,6,0.0,,,1,,final,CORRECT_IMMEDIATE,,
1223,beginning,True,True,False,2,0,1,9,0.1111111111111111,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
1223,mid_trajectory,True,True,False,2,1,0,9,0.0,,,2,,final,CORRECT_AFTER_EXTRA_SEARCH,SEARCHED_WITHOUT_OPENING_INJECTED_DOCS,
1235,beginning,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
1235,mid_trajectory,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
125,beginning,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
125,mid_trajectory,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
149,beginning,True,True,False,7,4,2,5,0.4,,1.0,7,,final,CORRECT_AFTER_EXTRA_SEARCH,,
149,mid_trajectory,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
156,beginning,True,False,False,9,6,2,3,0.0,,,9,,final,WRONG_WITHOUT_OPENING_EVIDENCE,SEARCHED_WITHOUT_OPENING_INJECTED_DOCS,
156,mid_trajectory,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
166,beginning,True,True,False,2,0,1,4,0.25,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
166,mid_trajectory,True,False,False,2,0,1,4,0.25,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
171,beginning,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
171,mid_trajectory,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
174,beginning,True,True,False,4,1,2,8,0.25,,1.0,4,,final,CORRECT_AFTER_EXTRA_SEARCH,,
174,mid_trajectory,True,True,False,3,1,1,8,0.125,,1.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
176,beginning,True,True,False,4,1,2,9,0.2222222222222222,,1.0,4,,final,CORRECT_AFTER_EXTRA_SEARCH,,
176,mid_trajectory,True,True,False,2,0,1,9,0.1111111111111111,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
190,beginning,True,True,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
190,mid_trajectory,True,True,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
219,beginning,True,True,False,4,1,2,8,0.25,,1.0,4,,final,CORRECT_AFTER_EXTRA_SEARCH,,
219,mid_trajectory,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
226,beginning,True,False,True,1,0,0,7,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
226,mid_trajectory,True,False,True,1,0,0,7,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
233,beginning,True,False,False,9,5,3,5,0.2,,1.0,9,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
233,mid_trajectory,True,False,False,5,2,2,5,0.4,,2.0,5,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
250,beginning,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
250,mid_trajectory,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
251,beginning,True,False,False,2,0,1,5,0.2,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
251,mid_trajectory,True,False,False,2,0,1,5,0.2,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
257,beginning,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
257,mid_trajectory,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
262,beginning,True,False,False,7,4,2,3,0.3333333333333333,,1.0,7,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
262,mid_trajectory,True,False,False,4,2,1,3,0.3333333333333333,,1.0,4,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
264,beginning,True,False,False,9,7,1,6,0.0,,,9,,final,WRONG_WITHOUT_OPENING_EVIDENCE,SEARCHED_WITHOUT_OPENING_INJECTED_DOCS,
264,mid_trajectory,True,False,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
293,beginning,True,True,False,4,1,2,4,0.5,,2.0,4,,final,CORRECT_AFTER_EXTRA_SEARCH,,
293,mid_trajectory,True,True,False,3,1,1,4,0.25,,1.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
298,beginning,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
298,mid_trajectory,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
301,beginning,True,False,True,1,0,0,5,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
301,mid_trajectory,True,False,True,1,0,0,5,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
304,beginning,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
304,mid_trajectory,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
392,beginning,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
392,mid_trajectory,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
411,beginning,True,False,False,6,2,3,10,0.3,,2.0,6,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
411,mid_trajectory,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
413,beginning,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
413,mid_trajectory,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
414,beginning,True,True,True,1,0,0,3,0.0,,,1,,final,CORRECT_IMMEDIATE,,
414,mid_trajectory,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
416,beginning,True,False,False,9,5,3,6,0.3333333333333333,,1.0,9,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
416,mid_trajectory,True,False,False,5,2,2,6,0.3333333333333333,,1.0,5,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
421,beginning,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
421,mid_trajectory,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
426,beginning,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
426,mid_trajectory,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
432,beginning,True,True,False,3,1,1,11,0.09090909090909091,,2.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
432,mid_trajectory,True,True,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
436,beginning,True,True,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
436,mid_trajectory,True,True,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
445,beginning,True,False,False,5,3,1,7,0.14285714285714285,,1.0,5,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
445,mid_trajectory,True,False,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
449,beginning,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
449,mid_trajectory,True,True,True,1,0,0,10,0.0,,,1,,final,CORRECT_IMMEDIATE,,
46,beginning,True,True,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
46,mid_trajectory,True,True,True,1,0,0,6,0.0,,,1,,final,CORRECT_IMMEDIATE,,
468,beginning,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
468,mid_trajectory,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
494,beginning,True,True,True,1,0,0,6,0.0,,,1,,final,CORRECT_IMMEDIATE,,
494,mid_trajectory,True,True,True,1,0,0,6,0.0,,,1,,final,CORRECT_IMMEDIATE,,
500,beginning,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
500,mid_trajectory,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
527,beginning,True,True,False,3,1,1,7,0.14285714285714285,,2.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
527,mid_trajectory,True,True,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
532,beginning,True,False,False,2,0,1,4,0.25,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
532,mid_trajectory,True,False,True,1,0,0,4,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
542,beginning,True,False,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
542,mid_trajectory,True,False,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
560,beginning,True,True,False,3,0,2,7,0.2857142857142857,,1.0,3,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
560,mid_trajectory,True,True,False,3,0,2,7,0.2857142857142857,,1.0,3,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
577,beginning,True,False,False,3,0,2,2,1.0,2.0,1.0,3,1.0,final,WRONG_AFTER_FULL_EVIDENCE,,
577,mid_trajectory,True,False,True,1,0,0,2,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
580,beginning,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
580,mid_trajectory,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
584,beginning,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
584,mid_trajectory,True,True,False,2,0,1,4,0.25,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
59,beginning,True,True,False,7,4,2,5,0.4,,1.0,7,,final,CORRECT_AFTER_EXTRA_SEARCH,,
59,mid_trajectory,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
592,beginning,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
592,mid_trajectory,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
595,beginning,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
595,mid_trajectory,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
620,beginning,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
620,mid_trajectory,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
624,beginning,True,True,False,2,0,1,4,0.25,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
624,mid_trajectory,True,True,False,2,0,1,4,0.25,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
645,beginning,True,False,False,2,0,1,5,0.2,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
645,mid_trajectory,True,False,False,2,0,1,5,0.2,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
673,beginning,True,False,False,5,3,1,4,0.25,,1.0,5,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
673,mid_trajectory,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
696,beginning,True,False,True,1,0,0,5,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
696,mid_trajectory,True,False,True,1,0,0,5,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
70,beginning,True,False,False,3,1,1,11,0.09090909090909091,,2.0,3,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
70,mid_trajectory,True,False,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
702,beginning,True,True,True,1,0,0,10,0.0,,,1,,final,CORRECT_IMMEDIATE,,
702,mid_trajectory,True,True,True,1,0,0,10,0.0,,,1,,final,CORRECT_IMMEDIATE,,
707,beginning,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
707,mid_trajectory,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
715,beginning,True,False,False,9,6,2,2,0.5,,3.0,9,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
715,mid_trajectory,True,False,False,7,4,2,2,1.0,4.0,1.0,7,3.0,final,WRONG_AFTER_FULL_EVIDENCE,,
717,beginning,True,True,False,3,1,1,10,0.1,,1.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
717,mid_trajectory,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
725,beginning,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
725,mid_trajectory,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
739,beginning,True,True,False,3,1,1,7,0.14285714285714285,,1.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
739,mid_trajectory,True,True,False,4,1,2,7,0.2857142857142857,,1.0,4,,final,CORRECT_AFTER_EXTRA_SEARCH,,
741,beginning,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
741,mid_trajectory,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
753,beginning,True,True,True,1,0,0,9,0.0,,,1,,final,CORRECT_IMMEDIATE,,
753,mid_trajectory,True,True,True,1,0,0,9,0.0,,,1,,final,CORRECT_IMMEDIATE,,
759,beginning,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
759,mid_trajectory,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
768,beginning,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
768,mid_trajectory,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
770,beginning,True,False,False,4,2,1,9,0.1111111111111111,,1.0,4,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
770,mid_trajectory,True,False,False,3,1,1,9,0.1111111111111111,,1.0,3,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
774,beginning,True,True,False,3,1,1,7,0.14285714285714285,,1.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
774,mid_trajectory,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
775,beginning,True,False,False,4,1,2,6,0.3333333333333333,,1.0,4,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
775,mid_trajectory,True,False,False,3,0,2,6,0.3333333333333333,,1.0,3,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
793,beginning,True,True,True,1,0,0,3,0.0,,,1,,final,CORRECT_IMMEDIATE,,
793,mid_trajectory,True,True,True,1,0,0,3,0.0,,,1,,final,CORRECT_IMMEDIATE,,
794,beginning,True,False,False,4,2,1,2,0.5,,3.0,4,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
794,mid_trajectory,True,False,False,2,0,1,2,0.5,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
796,beginning,True,True,False,3,1,1,5,0.2,,1.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
796,mid_trajectory,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
816,beginning,True,True,True,1,0,0,9,0.0,,,1,,final,CORRECT_IMMEDIATE,,
816,mid_trajectory,True,True,True,1,0,0,9,0.0,,,1,,final,CORRECT_IMMEDIATE,,
819,beginning,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
819,mid_trajectory,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
823,beginning,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
823,mid_trajectory,True,True,False,3,1,1,5,0.2,,2.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
85,beginning,True,False,False,9,7,1,10,0.0,,,9,,final,WRONG_WITHOUT_OPENING_EVIDENCE,SEARCHED_WITHOUT_OPENING_INJECTED_DOCS,
85,mid_trajectory,True,True,False,3,1,1,10,0.1,,2.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
875,beginning,True,True,False,3,0,2,9,0.2222222222222222,,1.0,3,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
875,mid_trajectory,True,True,True,1,0,0,9,0.0,,,1,,final,CORRECT_IMMEDIATE,,
90,beginning,True,True,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
90,mid_trajectory,True,True,True,1,0,0,11,0.0,,,1,,final,CORRECT_IMMEDIATE,,
926,beginning,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
926,mid_trajectory,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
928,beginning,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
928,mid_trajectory,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
932,beginning,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
932,mid_trajectory,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
951,beginning,True,True,False,2,0,1,4,0.25,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
951,mid_trajectory,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
952,beginning,True,True,False,3,1,1,3,0.3333333333333333,,2.0,3,,final,CORRECT_AFTER_EXTRA_SEARCH,,
952,mid_trajectory,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
966,beginning,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
966,mid_trajectory,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
