question_id,injection_position,injection_delivered,answer_correct,immediate_answer,actions_to_answer,search_calls,get_document_calls,num_injected_documents,injected_document_coverage,all_injected_documents_opened_turn,first_answer_support_turn,final_answer_turn,post_access_delay,termination_reason,primary_label,secondary_labels,error
219,beginning_no_search,True,False,False,2,0,1,8,0.125,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
226,beginning_no_search,True,False,True,1,0,0,7,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
233,beginning_no_search,True,False,False,3,0,2,5,0.4,,1.0,3,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
250,beginning_no_search,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
251,beginning_no_search,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
257,beginning_no_search,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
262,beginning_no_search,True,False,False,3,0,2,3,0.3333333333333333,,1.0,3,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
264,beginning_no_search,True,False,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
293,beginning_no_search,True,True,False,3,0,2,4,0.5,,1.0,3,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
298,beginning_no_search,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
301,beginning_no_search,True,False,True,1,0,0,5,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
304,beginning_no_search,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
392,beginning_no_search,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
411,beginning_no_search,True,False,False,2,0,1,10,0.1,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
413,beginning_no_search,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
414,beginning_no_search,True,True,True,1,0,0,3,0.0,,,1,,final,CORRECT_IMMEDIATE,,
416,beginning_no_search,True,False,False,3,0,2,6,0.3333333333333333,,1.0,3,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
421,beginning_no_search,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
426,beginning_no_search,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
432,beginning_no_search,True,False,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
436,beginning_no_search,True,False,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
445,beginning_no_search,True,False,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
449,beginning_no_search,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
46,beginning_no_search,True,True,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
468,beginning_no_search,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
494,beginning_no_search,True,True,True,1,0,0,6,0.0,,,1,,final,CORRECT_IMMEDIATE,,
500,beginning_no_search,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
527,beginning_no_search,True,False,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
532,beginning_no_search,True,False,False,2,0,1,4,0.25,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
542,beginning_no_search,True,False,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
560,beginning_no_search,True,True,False,3,0,2,7,0.2857142857142857,,1.0,3,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
577,beginning_no_search,True,False,False,3,0,2,2,1.0,2.0,1.0,3,1.0,final,WRONG_AFTER_FULL_EVIDENCE,,
580,beginning_no_search,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
584,beginning_no_search,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
59,beginning_no_search,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
592,beginning_no_search,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
595,beginning_no_search,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
620,beginning_no_search,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
624,beginning_no_search,True,True,False,2,0,1,4,0.25,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
645,beginning_no_search,True,False,False,2,0,1,5,0.2,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
673,beginning_no_search,True,False,False,2,0,1,4,0.25,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
696,beginning_no_search,True,False,True,1,0,0,5,0.0,,,1,,final,WRONG_WITHOUT_OPENING_EVIDENCE,,
70,beginning_no_search,True,False,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
702,beginning_no_search,True,True,True,1,0,0,10,0.0,,,1,,final,CORRECT_IMMEDIATE,,
707,beginning_no_search,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
715,beginning_no_search,True,False,False,2,0,1,2,0.5,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
717,beginning_no_search,True,True,False,2,0,1,10,0.1,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
725,beginning_no_search,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
739,beginning_no_search,True,False,False,3,0,2,7,0.2857142857142857,,1.0,3,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
741,beginning_no_search,True,True,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
753,beginning_no_search,True,True,True,1,0,0,9,0.0,,,1,,final,CORRECT_IMMEDIATE,,
759,beginning_no_search,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
768,beginning_no_search,True,True,True,1,0,0,8,0.0,,,1,,final,CORRECT_IMMEDIATE,,
770,beginning_no_search,True,False,False,2,0,1,9,0.1111111111111111,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
774,beginning_no_search,True,False,False,2,0,1,7,0.14285714285714285,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
775,beginning_no_search,True,False,False,2,0,1,6,0.16666666666666666,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
793,beginning_no_search,True,True,True,1,0,0,3,0.0,,,1,,final,CORRECT_IMMEDIATE,,
794,beginning_no_search,True,False,False,2,0,1,2,0.5,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
796,beginning_no_search,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
816,beginning_no_search,True,True,True,1,0,0,9,0.0,,,1,,final,CORRECT_IMMEDIATE,,
819,beginning_no_search,True,True,False,2,0,1,5,0.2,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
823,beginning_no_search,True,True,True,1,0,0,5,0.0,,,1,,final,CORRECT_IMMEDIATE,,
85,beginning_no_search,True,False,False,2,0,1,10,0.1,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
875,beginning_no_search,True,True,False,3,0,2,9,0.2222222222222222,,1.0,3,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
90,beginning_no_search,True,True,False,2,0,1,11,0.09090909090909091,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
926,beginning_no_search,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
928,beginning_no_search,True,True,True,1,0,0,4,0.0,,,1,,final,CORRECT_IMMEDIATE,,
932,beginning_no_search,True,True,False,2,0,1,8,0.125,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
951,beginning_no_search,True,True,False,2,0,1,4,0.25,,1.0,2,,final,CORRECT_AFTER_DOCUMENT_ACCESS,,
952,beginning_no_search,True,False,False,2,0,1,3,0.3333333333333333,,1.0,2,,final,WRONG_AFTER_PARTIAL_EVIDENCE,,
966,beginning_no_search,True,True,True,1,0,0,7,0.0,,,1,,final,CORRECT_IMMEDIATE,,
